isolate_id,Gene symbol,Scope,Element type,Class,Subclass,Method,% Coverage of reference sequence,% Identity to reference sequence,Accession of closest sequence,passes_recorded_filter
44341_3_305,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
44341_3_305,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
44341_3_305,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
44341_3_305,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0,WP_000214119.1,True
44341_3_305,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
44341_3_305,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
44341_3_305,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
44341_3_305,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
44341_3_305,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
44341_3_305,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
44341_3_305,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
44341_3_305,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
44341_3_305,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
44341_3_305,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
44341_3_305,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
44341_3_305,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
44341_3_305,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
44341_3_310,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
44341_3_310,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
44341_3_310,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
44341_3_310,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
44341_3_310,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0,WP_000214119.1,True
44341_3_310,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
44341_3_310,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
44341_3_310,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
44341_3_310,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
44341_3_310,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
44341_3_310,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
44341_3_310,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
44341_3_310,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
44341_3_310,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
44341_3_310,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
44341_3_310,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
44341_3_310,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
44341_3_310,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
44341_3_96,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
44341_3_96,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
44341_3_96,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
44341_3_96,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
44341_3_96,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0,WP_000214119.1,True
44341_3_96,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
44341_3_96,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
44341_3_96,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
44341_3_96,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
44341_3_96,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
44341_3_96,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
44341_3_96,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
44341_3_96,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
44341_3_96,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
44341_3_96,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
44341_3_96,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
44341_3_96,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
44341_4_275,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0,WP_000214119.1,True
44341_4_275,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
44341_4_275,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
44341_4_275,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
44341_4_275,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
44341_4_275,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
44341_4_275,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
44341_4_275,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
44341_4_275,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
44341_4_275,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
44341_4_275,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
44341_4_275,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
44341_4_275,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
44341_4_275,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
44341_4_275,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
44341_4_275,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
44341_4_275,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
44341_4_275,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
44341_4_286,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0,WP_000214119.1,True
44341_4_286,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
44341_4_286,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
44341_4_286,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
44341_4_286,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
44341_4_286,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
44341_4_286,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
44341_4_286,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
44341_4_286,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
44341_4_286,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
44341_4_286,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
44341_4_286,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
44341_4_286,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
44341_4_286,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
44341_4_286,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
44341_4_286,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
44341_4_286,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
44341_4_286,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
BKRMVD,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
BKRMVD,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
BKRMVD,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
BKRMVD,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
BKRMVD,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0,WP_000214119.1,True
BKRMVD,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
BKRMVD,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
BKRMVD,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
BKRMVD,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
BKRMVD,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
BKRMVD,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
BKRMVD,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
BKRMVD,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
BKRMVD,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
BKRMVD,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
BKRMVD,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
BKRMVD,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
BKRMVD,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
BKRRIF,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0,WP_000214119.1,True
BKRRIF,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
BKRRIF,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
BKRRIF,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
BKRRIF,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
BKRRIF,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
BKRRIF,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
BKRRIF,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
BKRRIF,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
BKRRIF,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
BKRRIF,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
BKRRIF,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
BKRRIF,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
BKRRIF,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
BKRRIF,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
BKRRIF,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
BKRRIF,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
BKRRIF,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
BKRRJK,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
BKRRJK,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
BKRRJK,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
BKRRJK,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
BKRRJK,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0,WP_000214119.1,True
BKRRJK,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
BKRRJK,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
BKRRJK,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
BKRRJK,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
BKRRJK,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
BKRRJK,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
BKRRJK,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
BKRRJK,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
BKRRJK,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
BKRRJK,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
BKRRJK,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
BKRRJK,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
BKRRJK,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
CAAP2A,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,EXACTX,100.0,100.0,WP_000214119.1,True
CAAP2A,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
CAAP2A,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
CAAP2A,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
CAAP2A,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
CAAP2A,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
CAAP2A,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
CAAP2A,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
CAAP2A,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
CAAP2A,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
CAAP2A,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
CAAP2A,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
CAAP2A,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
CAAP2A,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
CAAP2A,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
CAAP2A,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
CAAP2A,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
CAAP2A,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
CAAQIG,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
CAAQIG,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
CAAQIG,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,PARTIAL_CONTIG_ENDX,89.57,100.0,WP_000480968.1,True
CAAQIG,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
CAAQIG,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
CAAQIG,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
CAAQIG,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
CAAQIG,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
CAAQIG,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
CAAQIG,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
CAAQIG,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
CAAQIG,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
CAAQIG,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
CAAQIG,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
CAAQIG,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
CAAQIG,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,100.0,99.75,WP_000804063.1,True
CAAQIG,qnrB,core,AMR,QUINOLONE,QUINOLONE,BLASTX,99.53,99.53,WP_014386481.1,True
CAAQIG,floR,core,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,PARTIAL_CONTIG_ENDX,74.5,100.0,WP_000214119.1,False
CAAQUT,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
CAAQUT,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
CAAQUT,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
CAAQUT,sul2,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_001043260.1,True
CAAQUT,dfrA23,core,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,100.0,100.0,WP_001143450.1,True
CAAQUT,sul1,core,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,100.0,100.0,WP_000259031.1,True
CAAQUT,qacEdelta1,core,STRESS,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,100.0,100.0,WP_000679427.1,True
CAAQUT,aadA1,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001209508.1,True
CAAQUT,blaOXA-10,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000846390.1,True
CAAQUT,cmlA5,core,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,100.0,100.0,WP_012300772.1,True
CAAQUT,arr-2,core,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,100.0,100.0,WP_000237816.1,True
CAAQUT,qnrB1,core,AMR,QUINOLONE,QUINOLONE,ALLELEX,100.0,100.0,WP_014386481.1,True
CAAQUT,blaCTX-M-15,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_000239590.1,True
CAAQUT,aac(3)-IIe,core,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,100.0,100.0,WP_000557452.1,True
CAAQUT,catB3,core,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,70.0,100.0,WP_000186237.1,False
CAAQUT,blaOXA-1,core,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,100.0,100.0,WP_001334766.1,True
CAAQUT,aac(6')-Ib-cr5,core,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,100.0,100.0,WP_063840321.1,True
CAAQXB,tet(A),core,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,100.0,100.0,WP_000804063.1,True
CAAQXB,aph(6)-Id,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_000480968.1,True
CAAQXB,aph(3'')-Ib,core,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,100.0,100.0,WP_001082319.1,True
