isolate_id,44341_3_304,44341_3_305,44341_3_281,CIV13XE8,44341_3_128,44341_3_131,44341_3_136,CIV13PE7,CIT159B1,CIT15EB1,CIS153C1,CIV147E3,CIT15FH1,CIV143E2,CIU145B1,44341_3_310,CIV13XE2,44341_4_275,CIT15FB1,CIV13XU1,CIV142E6,CIV143U1,CIV143E9,CNS1F3,CAAYSI,CIT15GS1,CIV13RE2,CIV141E6,CIS15HB1,CIV140U1,CIV140E4,CIV140E7,CAAXQV,CIV13UE4,CIS15MR1,CIV13YE6,CIV143E4,CIV13XE5,CIT15GH1,CIV140E1,CIV140E6,CIU13XS1,CIV146E8,CIU149H1,CIV144E6,CIV13VE5,CIV13YE8,CIV144U1,CNSP0U,CNSKFP,CNSLL4,ERR9941258,ERR9929342,ERR9966382,CLL3JA,CNS7YP,BKRRIF,CNS6QU,44341_3_96,44341_3_21,BKRMVD,CAAYDF,CAAXBN,44341_3_165,44341_3_262,44341_3_265,44341_4_286,44341_3_268,44341_3_280,CAAP2A,CNSFP4,CNSDXZ,CAAQXB,CAAR9T,CAAQUT,CAARE3,CLL6CH,ERR10438737,ERR10113269,ERR6752971,ERR5751227,ERR9976609,ERR11219800,ERR12142619,ERR11747325,ERR11502778,ERR7197834,ERR9079758,ERR6806255,ERR6805990,ERR6806776,ERR5750995,ERR6806749,ERR6805998,ERR6806833,ERR12080226,ERR12321283,ERR12321282,ERR12067314,ERR12321281,ERR12142634,ERR6753111,ERR6806796,ERR6806789,ERR9971918,ERR7197741,ERR5751808,ERR12321280,ERR9692774,ERR6752863,SRR9273829,ERR9079830,ERR10880116,ERR5751304,ERR6806714,ERR5751296,ERR4451427,ERR6806125,ERR6806317,ERR12067371,ERR6806075,ERR10176870,ERR10460856,ERR10460902,ERR6806726,ERR12078572,ERR11747320,ERR12495482,ERR5751726,ERR6806512,ERR9924209,ERR10460483,ERR9785511,ERR10087012,ERR9079768,ERR9822149,ERR9822145,ERR9822146,ERR9785509,ERR10176872,ERR9966389,ERR10460765,ERR10109275,ERR11807704,ERR10109276,ERR9785510,ERR9820422,ERR10880181,ERR10088101,ERR12312688,ERR11201827,ERR12312689,ERR12495485,ERR12312692,ERR10123168,ERR10123167,ERR9966387,ERR10949310,ERR10460875,ERR9966390,ERR10176866,ERR10460687,ERR12078573,ERR9785512,ERR12165616,ERR10460887,ERR10880335,ERR10880156,ERR10880377,ERR10088105,ERR12321284,ERR9966388,ERR10026000,ERR9822144,ERR10088104,ERR10088102,ERR9822151,ERR10109255,ERR11810274,ERR9966386,ERR12259395,ERR12091513,ERR10125140,ERR10949303,ERR10109277,ERR10087013,ERR12146144,ERR11219811,ERR11420238,ERR11437918,ERR11807709,ERR10880183,ERR10880311,ERR10109274,ERR12552381,ERR12552377,ERR11896635,ERR9079508,ERR9420153,ERR10117717,ERR6806600,ERR7197757,ERR6806028,ERR9288082,ERR11455881,ERR6806632,ERR4451478,ERR12302226,ERR12552384,ERR12067334,ERR10880424,ERR10123158,ERR10176869,ERR10880230,ERR11453719,ERR10880157,ERR11872767,ERR6752889,ERR9288143,ERR5751308,ERR4399358,ERR4399957,ERR4399362,SRR13833609,SRR13719289,SRR13719614,SRR13313312,SRR13313295,SRR13719196,SRR13277434,SRR13277416,SRR13277412,SRR13311773,SRR13313309,SRR27481822,SRR27481651,SRR27481649,SRR27481520,SRR27481815,SRR7130368,SRR7130370,SRR7130371,SRR13312061,SRR7130369,ERR4400834,ERR4338896,ERR4338560,SRR1106479,ERR3581536,SRR8369293,SRR7842526,SRR8297279,SRR7850690,SRR7884719,SRR8350305,SRR15853458,SRR21224019,SRR20212638,SRR8706049,SRR16227977,ERR4399344,SRR7841631,SRR22691594,SRR16301618,ERR10109287,ERR9680890,SRR14921286,SRR28295566,ERR4145363,ERR4145392,ERR4145410,ERR4145345,SRR8325561,SRR8293522,ERR4145388,ERR4145353,SRR10326268,SRR9627787,SRR27762886,SRR10992537,SRR1646109,SRR7427053,SRR8503644,SRR7457932,SRR2917137,SRR2917139,SRR3137069,SRR6107195,SRR2917138,SRR2917136,SRR5084265,SRR5121494,SRR3001933,SRR5121497,SRR2917140,ERR10368770,ERR160996,SRR5056398,ERR3635287,SRR22175068,SRR21787058,SRR21787324,SRR26858817,SRR27185117,SRR21535455,SRR21535466,SRR26050334,SRR5379276,SRR6457657,SRR14360286,SRR8137438,ERR3635266,SRR1973602,SRR3002514,SRR7467291,ERR4400884,ERR4399363,ERR4401298,ERR4400265,ERR4401598,ERR4401297,ERR4401299,ERR6806710,SRR952929,SRR7292863,SRR1966891,SRR1967735
ERR9929342,7,7,7,8,9,8,8,8,7,7,8,7,7,7,7,8,8,7,8,8,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,14,13,21,2,0,2,2,4,4,4,3,3,6,6,6,12,16,16,16,16,16,8,15,19,18,20,20,19,18,48,56,35,34,47,36,43,53,49,43,45,56,45,44,44,46,58,57,44,44,44,45,58,58,50,50,48,44,48,49,184,191,177,59,56,51,116,77,79,79,78,366,168,267,183,185,185,132,187,184,186,173,173,274,233,249,158,151,153,86,150,151,148,147,148,157,154,155,153,148,158,150,154,152,154,155,161,149,150,148,155,151,155,150,149,153,150,150,87,89,87,88,150,89,148,167,155,154,155,156,156,153,152,151,150,150,152,151,149,149,152,151,151,151,87,95,154,150,151,149,146,89,85,87,79,81,77,89,82,93,88,90,85,84,82,94,93,98,97,95,90,103,212,406,403,251,314,10373,10691,7100,10703,10637,10547,10688,10655,10661,10602,10464,10508,10464,10471,10469,10516,10505,10538,10689,10559,9712,9633,9660,9606,9940,9824,9527,9545,9590,9553,9534,9563,9628,10022,9717,9777,9620,9613,10359,9595,9603,9636,10664,10375,10107,10170,10817,10579,10458,10323,10543,10576,10522,10478,10591,10357,10450,11898,10298,10394,8581,8664,8765,8716,8809,8591,8492,8651,8485,8706,8841,8624,7825,7740,7785,7986,7955,7930,7978,7910,7977,7967,7970,8016,8039,7788,7706,7625,7704,7782,7803,7769,7796,7771,7813,7808,7794,7799,7729,7706,7565,7998,7873
ERR9966382,9,9,9,10,11,10,10,10,9,9,10,9,9,9,9,10,10,9,10,10,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,16,15,23,4,2,0,4,6,6,6,5,5,8,8,8,14,18,18,18,18,18,10,17,21,20,22,22,21,20,51,59,37,36,49,38,45,55,51,45,47,58,47,46,46,48,60,59,46,46,46,47,60,60,52,52,50,46,50,51,186,193,179,61,58,53,118,79,81,81,80,368,170,269,186,187,187,134,189,186,188,175,175,276,235,251,160,153,155,88,152,153,150,149,150,159,156,157,155,150,160,152,156,154,156,157,163,151,152,150,157,153,157,153,152,155,152,152,89,91,89,90,152,90,150,170,157,156,157,158,158,155,154,153,152,152,154,154,152,151,154,153,153,153,89,97,156,152,153,151,148,91,87,89,81,83,79,90,84,95,90,92,86,86,84,96,95,100,99,97,92,105,214,408,405,253,316,10375,10694,7103,10706,10639,10549,10691,10657,10664,10605,10466,10510,10467,10473,10471,10518,10507,10540,10691,10561,9714,9635,9662,9608,9942,9826,9529,9547,9592,9555,9537,9565,9630,10025,9719,9779,9623,9615,10361,9597,9606,9639,10667,10377,10109,10172,10820,10583,10460,10325,10545,10579,10524,10480,10594,10359,10452,11900,10300,10396,8588,8672,8772,8723,8817,8598,8499,8659,8492,8713,8849,8631,7832,7747,7789,7992,7959,7934,7982,7914,7981,7971,7975,8022,8046,7795,7712,7631,7710,7789,7810,7773,7800,7775,7817,7812,7800,7805,7736,7713,7571,8004,7879
CLL3JA,5,5,5,6,7,6,6,6,5,5,6,5,5,5,5,6,6,5,6,6,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,12,11,19,2,2,4,0,2,2,2,1,1,4,4,4,10,14,14,14,14,14,6,13,17,16,17,17,16,16,48,52,33,32,43,32,39,51,47,41,43,54,43,42,42,44,56,55,42,42,42,43,56,56,49,49,46,42,46,47,182,189,175,57,54,49,114,75,76,76,75,364,167,243,163,164,164,130,166,163,165,152,152,252,230,242,155,148,150,83,147,148,145,144,145,154,151,152,150,145,153,147,151,149,151,152,158,146,147,145,152,147,152,148,147,150,147,147,84,86,84,85,147,87,145,165,152,151,152,153,153,149,149,148,147,147,149,149,146,146,149,148,148,148,84,92,151,147,148,146,144,87,82,84,76,79,74,86,79,90,85,87,82,81,79,92,91,96,95,93,88,99,210,402,399,249,309,10189,10501,6977,10518,10440,10356,10500,10465,10469,10412,10271,10318,10276,10280,10275,10320,10311,10341,10487,10359,9556,9478,9505,9459,9783,9673,9376,9398,9440,9401,9390,9415,9479,9875,9566,9627,9470,9460,10190,9447,9455,9485,10494,10211,9945,10014,10652,10409,10288,10151,10362,10411,10355,10309,10425,10189,10280,11728,10132,10227,8424,8504,8598,8557,8641,8423,8327,8491,8327,8549,8674,8461,7688,7603,7646,7849,7814,7789,7837,7769,7836,7826,7833,7881,7894,7649,7564,7480,7566,7645,7665,7626,7653,7628,7662,7657,7651,7656,7591,7569,7421,7842,7722
CNS7YP,7,7,7,8,9,8,8,8,7,7,8,7,7,7,7,8,8,7,8,8,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,14,13,21,4,4,6,2,0,0,0,1,1,6,6,6,12,16,16,16,16,16,8,15,19,17,20,20,19,18,50,58,35,34,47,36,43,53,49,43,45,56,45,44,44,46,58,57,44,44,44,45,58,58,51,51,48,44,48,49,185,192,178,60,57,52,114,77,79,79,78,368,169,267,184,185,185,132,187,184,186,173,173,274,233,249,158,151,153,86,150,151,148,147,148,157,154,155,153,148,158,150,154,152,154,155,161,149,150,148,155,151,155,151,150,153,150,150,87,89,87,88,150,90,148,168,155,154,155,156,156,153,152,151,150,150,152,152,150,149,152,151,151,151,87,95,154,150,151,149,147,90,85,87,79,82,77,89,82,93,88,90,85,84,82,94,93,98,97,95,90,103,212,406,403,251,315,10375,10701,7105,10716,10639,10548,10695,10657,10667,10608,10465,10509,10469,10472,10470,10518,10507,10540,10691,10560,9713,9634,9661,9607,9941,9825,9528,9546,9591,9554,9538,9564,9629,10027,9718,9778,9625,9614,10360,9596,9608,9641,10668,10377,10112,10176,10833,10595,10459,10324,10544,10581,10523,10479,10603,10358,10451,11899,10299,10395,8593,8676,8777,8728,8821,8603,8499,8662,8497,8718,8853,8630,7833,7748,7787,7993,7957,7932,7980,7912,7979,7969,7976,8023,8047,7797,7710,7629,7709,7790,7812,7771,7798,7773,7815,7810,7798,7803,7737,7714,7569,8002,7877
BKRRIF,7,7,7,8,9,8,8,8,7,7,8,7,7,7,7,8,8,7,8,8,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,14,13,21,4,4,6,2,0,0,0,1,1,6,6,6,12,16,16,16,16,16,8,15,19,17,20,20,19,18,50,58,35,34,47,36,43,53,49,43,45,56,45,44,44,46,58,57,44,44,44,45,58,58,51,51,48,44,48,49,185,192,178,60,57,52,114,77,79,79,78,368,169,267,184,185,185,132,187,184,186,173,173,274,233,249,158,151,153,86,150,151,148,147,148,157,154,155,153,148,158,150,154,152,154,155,161,149,150,148,155,151,155,151,150,153,150,150,87,89,87,88,150,90,148,168,155,154,155,156,156,153,152,151,150,150,152,152,150,149,152,151,151,151,87,95,154,150,151,149,147,90,85,87,79,82,77,89,82,93,88,90,85,84,82,94,93,98,97,95,90,103,212,406,403,251,315,10375,10701,7105,10716,10639,10548,10695,10657,10667,10608,10465,10509,10469,10472,10470,10518,10507,10540,10691,10560,9713,9634,9661,9607,9941,9825,9528,9546,9591,9554,9538,9564,9629,10027,9718,9778,9625,9614,10360,9596,9608,9641,10666,10377,10110,10175,10834,10593,10459,10324,10544,10581,10523,10479,10603,10358,10451,11899,10299,10395,8593,8674,8775,8726,8822,8601,8497,8660,8498,8716,8854,8630,7833,7748,7787,7993,7957,7932,7980,7912,7979,7969,7976,8023,8047,7797,7710,7629,7709,7790,7812,7771,7798,7773,7815,7810,7798,7803,7737,7714,7569,8002,7877
CNS6QU,7,7,7,8,9,8,8,8,7,7,8,7,7,7,7,8,8,7,8,8,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,14,13,21,4,4,6,2,0,0,0,1,1,6,6,6,12,16,16,16,16,16,8,15,19,17,20,20,19,18,50,58,35,34,47,36,43,53,49,43,45,56,45,44,44,46,58,57,44,44,44,45,58,58,51,51,48,44,48,49,185,192,178,60,57,52,114,77,79,79,78,368,169,267,184,185,185,132,187,184,186,173,173,274,233,249,158,151,153,86,150,151,148,147,148,157,154,155,153,148,158,150,154,152,154,155,161,149,150,148,155,151,155,151,150,153,150,150,87,89,87,88,150,90,148,168,155,154,155,156,156,153,152,151,150,150,152,152,150,149,152,151,151,151,87,95,154,150,151,149,147,90,85,87,79,82,77,89,82,93,88,90,85,84,82,94,93,98,97,95,90,103,212,406,403,251,315,10375,10701,7105,10716,10639,10548,10695,10657,10667,10608,10465,10509,10469,10472,10470,10518,10507,10540,10691,10560,9713,9634,9661,9607,9941,9825,9528,9546,9591,9554,9538,9564,9629,10027,9718,9778,9625,9614,10360,9596,9608,9641,10667,10377,10111,10175,10832,10594,10459,10324,10544,10581,10523,10479,10603,10358,10451,11899,10299,10395,8593,8677,8778,8729,8821,8603,8499,8663,8498,8719,8853,8631,7834,7749,7788,7994,7958,7933,7981,7913,7980,7970,7977,8025,8048,7798,7711,7630,7711,7791,7813,7772,7799,7774,7816,7811,7799,7804,7738,7715,7570,8003,7878
44341_3_96,6,6,6,7,8,7,7,7,6,6,7,6,6,6,6,7,7,6,7,7,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,13,12,20,3,3,5,1,1,1,1,0,0,5,5,5,11,15,15,15,15,15,7,14,18,16,19,19,18,17,49,57,34,33,46,35,42,52,48,42,44,55,44,43,43,45,57,56,43,43,43,44,57,57,50,50,47,43,47,48,184,190,177,59,56,51,113,76,78,78,77,367,168,266,183,184,184,131,186,183,185,172,172,273,232,248,157,150,152,85,149,150,147,146,147,156,153,154,152,147,157,149,153,151,153,154,160,148,149,147,154,150,154,150,149,152,149,149,86,88,86,87,149,87,147,167,154,153,154,155,155,152,151,150,149,149,151,151,149,148,151,150,150,150,86,94,153,149,150,148,146,88,84,86,78,80,76,87,81,92,87,89,83,83,81,93,92,97,96,94,89,102,211,405,402,250,313,10314,10636,7043,10647,10578,10488,10633,10596,10606,10606,10404,10448,10408,10411,10410,10457,10445,10480,10630,10500,9711,9632,9659,9606,9939,9823,9527,9545,9589,9552,9537,9562,9627,10026,9716,9776,9623,9613,10359,9594,9607,9640,10605,10317,10048,10113,10761,10525,10399,10264,10483,10520,10463,10418,10536,10298,10389,11837,10238,10334,8526,8611,8710,8661,8755,8535,8435,8597,8433,8652,8787,8569,7773,7687,7727,7933,7897,7872,7920,7853,7919,7909,7916,7962,7985,7736,7651,7629,7708,7788,7751,7770,7797,7772,7814,7808,7797,7802,7737,7714,7569,8002,7877
44341_3_21,6,6,6,7,8,7,7,7,6,6,7,6,6,6,6,7,7,6,7,7,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,13,12,20,3,3,5,1,1,1,1,0,0,5,5,5,11,15,15,15,15,15,7,14,18,16,19,19,18,17,49,57,34,33,46,35,42,52,48,42,44,55,44,43,43,45,57,56,43,43,43,44,57,57,50,50,47,43,47,48,184,191,177,59,56,51,113,76,78,78,77,367,168,266,183,184,184,131,186,183,185,172,172,273,232,248,157,150,152,85,149,150,147,146,147,156,153,154,152,147,157,149,153,151,153,154,160,148,149,147,154,150,154,150,149,152,149,149,86,88,86,87,149,87,147,167,154,153,154,155,155,152,151,150,149,149,151,151,149,148,151,150,150,150,86,94,153,149,150,148,146,88,84,86,78,80,76,87,81,92,87,89,83,83,81,93,92,97,96,94,89,102,211,405,402,250,314,10373,10695,7104,10707,10637,10547,10692,10655,10665,10606,10464,10508,10468,10471,10469,10517,10505,10539,10689,10559,9712,9633,9660,9606,9940,9824,9527,9545,9590,9553,9537,9563,9628,10026,9717,9777,9624,9613,10359,9595,9607,9640,10664,10376,10107,10170,10820,10585,10458,10323,10543,10580,10522,10478,10595,10357,10450,11898,10298,10394,8587,8673,8770,8722,8815,8596,8495,8657,8492,8712,8847,8629,7833,7747,7787,7993,7957,7932,7980,7912,7979,7969,7976,8022,8046,7796,7710,7629,7708,7789,7811,7771,7798,7773,7815,7809,7798,7803,7737,7714,7569,8002,7877
BKRMVD,1,1,1,2,3,2,2,2,1,1,2,1,1,1,1,2,2,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16,15,22,6,6,8,4,6,6,6,5,5,0,0,0,6,10,10,10,10,10,2,10,13,13,14,14,13,13,44,52,29,28,41,30,37,49,45,39,41,51,41,40,40,42,54,53,40,40,40,41,54,54,47,47,44,40,42,43,179,186,172,54,50,45,110,71,73,73,72,361,163,257,174,175,175,126,177,174,176,163,163,264,227,243,152,145,147,80,144,145,142,141,142,151,148,149,147,142,152,144,148,146,148,149,155,143,144,142,149,145,149,145,144,147,144,144,81,83,81,82,144,84,142,162,149,148,149,150,150,147,146,145,144,144,146,146,144,143,146,145,145,145,81,89,148,144,145,143,141,84,79,81,73,76,71,83,76,87,82,84,79,78,76,88,87,92,91,89,84,96,206,400,397,245,308,10323,10646,7067,10659,10588,10497,10643,10605,10617,10557,10417,10461,10422,10424,10422,10471,10457,10495,10643,10517,9672,9593,9620,9566,9898,9787,9488,9505,9550,9514,9498,9524,9589,9986,9677,9738,9584,9574,10319,9555,9567,9600,10628,10340,10072,10139,10790,10549,10422,10286,10504,10543,10486,10442,10558,10321,10413,11863,10261,10357,8547,8629,8729,8680,8775,8559,8451,8614,8453,8671,8808,8584,7791,7707,7752,7953,7918,7893,7941,7873,7940,7930,7936,7984,8006,7755,7670,7591,7668,7749,7770,7732,7759,7734,7776,7771,7757,7762,7695,7673,7529,7961,7838
CAAYDF,1,1,1,2,3,2,2,2,1,1,2,1,1,1,1,2,2,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16,15,22,6,6,8,4,6,6,6,5,5,0,0,0,6,10,10,10,10,10,2,10,13,13,14,14,13,13,44,52,29,28,41,30,37,49,45,39,41,52,41,40,40,42,54,53,40,40,40,41,54,54,47,47,44,40,42,43,179,186,172,54,51,46,110,71,73,73,72,362,163,261,178,179,179,126,181,178,180,167,167,268,227,243,152,145,147,80,144,145,142,141,142,151,148,149,147,142,152,144,148,146,148,149,155,143,144,142,149,145,149,145,144,147,144,144,81,83,81,82,144,84,142,162,149,148,149,150,150,147,146,145,144,144,146,146,144,143,146,145,145,145,81,89,148,144,145,143,141,84,79,81,73,76,71,83,76,87,82,84,79,78,76,88,87,92,91,89,84,97,206,400,397,245,309,10369,10695,7099,10710,10633,10542,10689,10651,10661,10602,10459,10503,10463,10466,10464,10512,10501,10534,10685,10554,9707,9628,9655,9601,9937,9821,9522,9540,9585,9548,9532,9558,9623,10021,9712,9772,9619,9608,10354,9590,9602,9635,10660,10371,10104,10169,10829,10587,10453,10318,10538,10575,10517,10473,10597,10352,10445,11893,10293,10389,8588,8669,8770,8721,8818,8596,8492,8655,8494,8711,8850,8625,7828,7743,7782,7988,7952,7927,7975,7907,7974,7964,7971,8018,8042,7792,7705,7624,7704,7785,7807,7766,7793,7768,7810,7805,7793,7798,7732,7709,7564,7997,7872
CAAXBN,1,1,1,2,3,2,2,2,1,1,2,1,1,1,1,2,2,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16,15,22,6,6,8,4,6,6,6,5,5,0,0,0,6,9,9,9,9,9,2,10,13,13,14,14,13,13,44,52,29,28,39,28,35,49,45,39,41,52,40,40,40,42,54,53,40,40,40,41,54,54,47,47,44,40,41,42,179,186,172,54,50,46,109,71,73,73,72,361,163,234,152,153,152,123,155,152,154,141,141,242,226,242,151,145,146,80,143,144,142,141,141,151,147,149,146,141,151,143,148,145,148,149,154,142,144,142,148,143,148,145,144,146,144,143,80,82,80,81,143,83,142,162,149,148,148,150,150,145,144,144,143,143,145,145,144,143,145,144,145,145,80,89,148,144,144,143,140,83,79,80,73,75,71,81,76,86,82,83,79,77,75,88,87,92,91,89,84,96,202,381,380,240,307,10171,10482,6939,10494,10428,10337,10479,10446,10449,10390,10255,10300,10257,10265,10261,10325,10320,10352,10497,10369,9579,9501,9528,9477,9810,9696,9398,9413,9459,9421,9404,9433,9495,9893,9585,9647,9488,9483,10219,9465,9473,9506,10529,10238,9967,10042,10677,10442,10321,10182,10397,10435,10383,10341,10448,10217,10314,11742,10161,10258,8421,8504,8602,8553,8646,8439,8331,8491,8322,8543,8678,8452,7693,7608,7656,7854,7822,7797,7845,7777,7844,7834,7837,7884,7907,7656,7574,7498,7573,7650,7670,7633,7660,7635,7676,7670,7658,7663,7597,7574,7433,7857,7735
44341_3_165,7,7,7,8,9,8,8,8,7,7,8,7,7,7,7,8,8,7,8,8,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,22,21,28,12,12,14,10,12,12,12,11,11,6,6,6,0,16,16,16,16,16,7,16,19,19,20,19,18,19,50,57,35,34,46,35,42,54,50,44,46,57,46,45,45,47,59,58,45,45,45,46,59,59,52,52,48,45,47,48,184,191,177,59,56,51,115,76,78,78,77,367,168,266,183,184,184,131,186,183,185,172,172,273,232,248,157,150,152,85,149,150,147,146,147,156,153,154,152,147,157,149,153,151,153,154,160,148,149,147,154,150,154,150,149,152,149,149,86,88,86,87,149,87,147,167,154,153,154,155,155,152,151,150,149,149,151,151,149,148,151,150,150,150,86,94,153,149,150,146,146,88,84,86,78,80,76,87,81,92,87,89,83,83,81,93,92,97,96,94,89,102,211,405,402,250,314,10376,10695,7104,10707,10637,10547,10695,10655,10668,10606,10464,10508,10468,10471,10469,10517,10505,10539,10689,10559,9712,9633,9660,9606,9942,9826,9527,9545,9590,9553,9537,9563,9628,10026,9717,9777,9624,9613,10359,9595,9607,9640,10666,10376,10109,10175,10822,10587,10458,10323,10543,10580,10522,10478,10595,10357,10450,11898,10298,10394,8589,8674,8773,8725,8817,8597,8497,8659,8497,8714,8849,8629,7833,7747,7787,7993,7957,7932,7980,7912,7979,7969,7976,8022,8046,7796,7710,7629,7708,7789,7811,7771,7798,7773,7815,7809,7798,7803,7737,7714,7569,8002,7877
44341_3_262,11,11,11,12,13,12,12,12,11,11,12,11,11,11,11,12,12,11,12,12,13,11,11,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,26,24,32,16,16,18,14,16,16,16,15,15,10,10,9,16,0,0,0,0,0,8,17,19,18,20,20,19,19,50,58,35,34,47,36,43,55,51,45,47,58,47,46,46,48,60,59,46,46,46,47,60,60,53,53,50,46,48,49,185,192,178,60,57,52,116,77,79,79,78,368,169,267,184,185,185,132,187,184,186,173,173,274,232,248,157,150,152,85,149,150,147,146,147,156,153,154,152,147,157,149,153,151,153,154,160,148,149,147,154,150,154,150,149,152,149,149,86,88,86,87,149,87,147,167,154,153,154,155,155,152,150,150,149,149,151,151,149,148,151,150,150,150,86,94,153,149,150,148,146,88,84,86,78,80,76,86,81,92,87,89,83,83,81,94,93,98,97,95,90,103,212,406,403,251,315,10374,10696,7105,10708,10638,10548,10693,10656,10666,10607,10465,10509,10469,10472,10470,10518,10505,10539,10690,10560,9713,9634,9661,9607,9943,9827,9528,9546,9591,9554,9538,9564,9628,10027,9718,9778,9625,9614,10360,9596,9608,9641,10664,10377,10107,10170,10820,10584,10459,10324,10544,10581,10523,10479,10596,10358,10451,11899,10299,10395,8586,8670,8769,8721,8814,8593,8494,8656,8491,8711,8846,8629,7833,7747,7787,7993,7957,7932,7980,7912,7979,7969,7976,8022,8046,7796,7710,7628,7708,7789,7811,7771,7798,7773,7815,7809,7798,7803,7737,7714,7569,8002,7877
44341_3_265,11,11,11,12,13,12,12,12,11,11,12,11,11,11,11,12,12,11,12,12,13,11,11,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,26,24,32,16,16,18,14,16,16,16,15,15,10,10,9,16,0,0,0,0,0,8,17,19,18,20,20,19,19,50,58,35,34,47,36,43,55,51,45,47,58,47,46,46,48,60,59,46,46,46,47,60,60,53,53,50,46,48,49,185,192,178,60,57,52,116,77,79,79,78,368,169,267,184,185,185,132,187,184,186,173,173,274,232,248,157,150,152,85,149,150,147,146,147,156,153,154,152,147,157,149,153,151,153,154,160,148,149,147,154,150,154,150,149,152,149,149,86,88,86,87,149,87,147,167,154,153,154,155,155,152,150,150,149,149,151,151,149,148,151,150,150,150,86,94,153,149,150,148,146,88,84,86,78,80,76,86,81,92,87,89,83,83,81,94,93,98,97,95,90,103,212,406,403,251,315,10374,10698,7105,10711,10638,10548,10694,10656,10666,10608,10465,10509,10469,10472,10470,10517,10505,10538,10689,10560,9713,9634,9661,9607,9943,9827,9528,9546,9591,9554,9538,9564,9628,10027,9718,9778,9625,9614,10360,9596,9608,9641,10666,10377,10108,10173,10824,10589,10459,10324,10544,10581,10523,10479,10599,10358,10451,11899,10299,10395,8587,8673,8772,8724,8816,8595,8495,8658,8494,8713,8848,8629,7833,7747,7787,7993,7957,7932,7980,7912,7979,7969,7976,8022,8046,7797,7710,7628,7708,7789,7812,7771,7798,7773,7815,7810,7798,7803,7737,7714,7569,8002,7877
44341_4_286,11,11,11,12,13,12,12,12,11,11,12,11,11,11,11,12,12,11,12,12,13,11,11,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,26,24,32,16,16,18,14,16,16,16,15,15,10,10,9,16,0,0,0,0,0,8,17,19,18,20,20,19,19,50,58,35,34,47,36,43,55,51,45,47,58,47,46,46,48,60,59,46,46,46,47,60,60,53,53,50,46,48,49,185,192,178,60,57,52,116,77,79,79,78,368,169,267,184,185,185,132,187,184,186,173,173,274,232,248,157,150,152,85,149,150,147,146,147,156,153,154,152,147,157,149,153,151,153,154,160,148,149,147,154,150,154,150,149,152,149,149,86,88,86,87,149,87,147,167,154,153,154,155,155,152,150,150,149,149,151,151,149,148,151,150,150,150,86,94,153,149,150,148,146,88,84,86,78,80,76,86,81,92,87,89,83,83,81,94,93,98,97,95,90,103,212,406,403,251,315,10374,10696,7105,10708,10638,10548,10693,10656,10666,10607,10465,10509,10469,10472,10470,10518,10506,10540,10690,10560,9713,9634,9661,9607,9943,9827,9528,9546,9591,9554,9538,9564,9629,10027,9718,9778,9625,9614,10360,9596,9608,9641,10666,10376,10108,10171,10821,10586,10459,10324,10544,10581,10523,10479,10596,10358,10451,11899,10299,10395,8587,8672,8771,8723,8816,8596,8496,8658,8492,8713,8848,8629,7833,7747,7787,7993,7957,7932,7980,7912,7979,7969,7976,8022,8046,7796,7710,7628,7708,7789,7811,7771,7798,7773,7815,7810,7798,7803,7737,7714,7569,8002,7877
